kind,hw_timestamp_s,host_timestamp_s,unified_time_s,x,y,z
gyro,1777992358.182332,26321.150800,1777992358.182332,0.002129,-0.001065,-0.003196
accel,1777992358.190583,26321.161932,1777992358.190583,0.431493,-9.129991,1.255251
gyro,1777992358.192334,26321.161932,1777992358.192334,-0.003196,-0.003728,0.003196
accel,1777992358.202317,26321.173024,1777992358.202317,0.411879,-9.129991,1.255251
gyro,1777992358.202337,26321.173024,1777992358.202337,0.000532,0.002662,-0.003196
accel,1777992358.214050,26321.184232,1777992358.214050,0.411879,-9.129991,1.255251
gyro,1777992358.212339,26321.184232,1777992358.212339,-0.001065,-0.001597,0.000532
accel,1777992358.225783,26321.195379,1777992358.225783,0.411879,-9.129991,1.225831
gyro,1777992358.227343,26321.195379,1777992358.227343,0.001065,-0.003196,-0.004260
accel,1777992358.237517,26321.206399,1777992358.237517,0.402073,-9.129991,1.255251
gyro,1777992358.237345,26321.206399,1777992358.237345,0.001597,-0.000532,0.000000
accel,1777992358.249250,26321.217625,1777992358.249250,0.411879,-9.129991,1.274864
gyro,1777992358.247347,26321.217625,1777992358.247347,0.000000,0.000000,-0.003728
accel,1777992358.257073,26321.228671,1777992358.257073,0.411879,-9.110377,1.255251
gyro,1777992358.257350,26321.228671,1777992358.257350,0.005325,0.003728,-0.003196
accel,1777992358.268808,26321.239788,1777992358.268808,0.411879,-9.090764,1.274864
gyro,1777992358.267353,26321.239788,1777992358.267353,0.002129,-0.001597,-0.002662
accel,1777992358.280543,26321.251029,1777992358.280543,0.402073,-9.110377,1.255251
gyro,1777992358.282356,26321.251029,1777992358.282356,0.003196,0.002662,0.000000
accel,1777992358.292278,26321.262027,1777992358.292278,0.431493,-9.129991,1.274864
gyro,1777992358.292359,26321.262027,1777992358.292359,0.002129,0.007456,-0.006924
accel,1777992358.304012,26321.273196,1777992358.304012,0.431493,-9.110377,1.255251
gyro,1777992358.302361,26321.273196,1777992358.302361,0.003196,0.000532,-0.003196
accel,1777992358.315743,26321.284432,1777992358.315743,0.411879,-9.129991,1.255251
gyro,1777992358.312363,26321.284432,1777992358.312363,0.002662,0.003728,-0.005325
accel,1777992358.323565,26321.295712,1777992358.323565,0.431493,-9.129991,1.255251
gyro,1777992358.327367,26321.295712,1777992358.327367,0.004793,-0.000532,0.000000
accel,1777992358.335299,26321.306560,1777992358.335299,0.431493,-9.129991,1.235638
gyro,1777992358.337370,26321.306560,1777992358.337370,0.001597,0.004793,-0.000532
accel,1777992358.347032,26321.317772,1777992358.347032,0.431493,-9.129991,1.274864
gyro,1777992358.347372,26321.317772,1777992358.347372,0.001065,0.003196,-0.001597
accel,1777992358.358764,26321.328786,1777992358.358764,0.411879,-9.129991,1.294478
gyro,1777992358.357373,26321.328786,1777992358.357373,0.003728,0.001065,-0.004793
accel,1777992358.370498,26321.339924,1777992358.370498,0.402073,-9.110377,1.255251
gyro,1777992358.367376,26321.339924,1777992358.367376,-0.001597,-0.003728,-0.001065
accel,1777992358.382230,26321.351213,1777992358.382230,0.411879,-9.129991,1.255251
gyro,1777992358.382380,26321.351213,1777992358.382380,0.004260,0.002662,-0.002662
accel,1777992358.393962,26321.362209,1777992358.393962,0.402073,-9.110377,1.255251
gyro,1777992358.392382,26321.362209,1777992358.392382,0.002129,0.000000,-0.000532
accel,1777992358.401783,26321.373309,1777992358.401783,0.431493,-9.110377,1.235638
gyro,1777992358.402384,26321.373309,1777992358.402384,0.001597,0.004793,-0.003196
accel,1777992358.413517,26321.384503,1777992358.413517,0.411879,-9.129991,1.255251
gyro,1777992358.412387,26321.384503,1777992358.412387,-0.001597,0.003196,0.001065
accel,1777992358.425251,26321.395577,1777992358.425251,0.402073,-9.090764,1.274864
gyro,1777992358.427390,26321.395577,1777992358.427390,0.000000,-0.003196,0.001065
accel,1777992358.436983,26321.406699,1777992358.436983,0.451106,-9.110377,1.274864
gyro,1777992358.437392,26321.406699,1777992358.437392,-0.002129,0.001597,-0.000532
accel,1777992358.448716,26321.417931,1777992358.448716,0.431493,-9.110377,1.235638
gyro,1777992358.447395,26321.417931,1777992358.447395,-0.000532,0.004793,-0.003196
accel,1777992358.460449,26321.428932,1777992358.460449,0.451106,-9.129991,1.225831
gyro,1777992358.457396,26321.428932,1777992358.457396,0.000532,0.000532,-0.004793
accel,1777992358.468270,26321.440087,1777992358.468270,0.411879,-9.129991,1.274864
gyro,1777992358.467399,26321.440087,1777992358.467399,0.002662,0.001597,-0.001065
accel,1777992358.480004,26321.451219,1777992358.480004,0.411879,-9.090764,1.235638
gyro,1777992358.482402,26321.451219,1777992358.482402,0.003196,-0.002129,-0.002662
accel,1777992358.491738,26321.462326,1777992358.491738,0.431493,-9.110377,1.255251
gyro,1777992358.492404,26321.462326,1777992358.492404,-0.001065,0.005859,-0.001065
accel,1777992358.503472,26321.473457,1777992358.503472,0.431493,-9.129991,1.274864
gyro,1777992358.502406,26321.473457,1777992358.502406,0.001597,0.000532,0.002129
accel,1777992358.515205,26321.484667,1777992358.515205,0.411879,-9.110377,1.235638
gyro,1777992358.512408,26321.484667,1777992358.512408,0.002662,-0.002129,-0.003196
accel,1777992358.526937,26321.495717,1777992358.526937,0.411879,-9.129991,1.235638
gyro,1777992358.527411,26321.495717,1777992358.527411,0.000532,0.001065,-0.003196
accel,1777992358.538669,26321.506868,1777992358.538669,0.470719,-9.129991,1.235638
gyro,1777992358.537414,26321.506868,1777992358.537414,0.004260,-0.004260,-0.001065
accel,1777992358.546491,26321.518024,1777992358.546491,0.411879,-9.110377,1.274864
gyro,1777992358.547415,26321.518024,1777992358.547415,0.001597,-0.001065,-0.000532
accel,1777992358.558223,26321.529085,1777992358.558223,0.411879,-9.110377,1.274864
gyro,1777992358.557418,26321.529085,1777992358.557418,0.002129,0.003196,-0.003728
accel,1777992358.569957,26321.540220,1777992358.569957,0.431493,-9.110377,1.255251
gyro,1777992358.567419,26321.540220,1777992358.567419,0.001065,-0.000532,0.000532
accel,1777992358.581689,26321.551455,1777992358.581689,0.431493,-9.129991,1.225831
gyro,1777992358.582422,26321.551455,1777992358.582422,0.004793,0.003728,-0.003196
accel,1777992358.593422,26321.562494,1777992358.593422,0.402073,-9.110377,1.274864
gyro,1777992358.592425,26321.562494,1777992358.592425,0.002662,0.001065,-0.004260
accel,1777992358.605155,26321.573616,1777992358.605155,0.411879,-9.090764,1.235638
gyro,1777992358.602426,26321.573616,1777992358.602426,0.002662,-0.001597,-0.001065
accel,1777992358.612977,26321.584910,1777992358.612977,0.411879,-9.149604,1.255251
gyro,1777992358.612429,26321.584910,1777992358.612429,-0.002129,-0.001065,-0.001597
accel,1777992358.624710,26321.595919,1777992358.624710,0.411879,-9.110377,1.235638
gyro,1777992358.627432,26321.595919,1777992358.627432,0.000532,0.002662,-0.003728
accel,1777992358.636445,26321.606949,1777992358.636445,0.402073,-9.090764,1.274864
gyro,1777992358.637435,26321.606949,1777992358.637435,-0.001065,-0.002129,0.001597
accel,1777992358.648180,26321.618300,1777992358.648180,0.411879,-9.110377,1.274864
gyro,1777992358.647439,26321.618300,1777992358.647439,-0.000532,-0.004260,-0.003196
accel,1777992358.659914,26321.629251,1777992358.659914,0.431493,-9.129991,1.255251
gyro,1777992358.657442,26321.629251,1777992358.657442,-0.002662,0.000000,-0.003728
accel,1777992358.671649,26321.640373,1777992358.671649,0.411879,-9.090764,1.274864
gyro,1777992358.667446,26321.640373,1777992358.667446,0.003196,-0.002129,-0.002129
accel,1777992358.683384,26321.651691,1777992358.683384,0.411879,-9.090764,1.255251
gyro,1777992358.682451,26321.651691,1777992358.682451,-0.000532,0.001597,-0.002662
accel,1777992358.691207,26321.662620,1777992358.691207,0.451106,-9.149604,1.255251
gyro,1777992358.692453,26321.662620,1777992358.692453,0.000000,0.003728,-0.002129
accel,1777992358.702940,26321.673776,1777992358.702940,0.411879,-9.129991,1.235638
gyro,1777992358.702457,26321.673776,1777992358.702457,-0.000532,0.006391,-0.003196
accel,1777992358.714676,26321.684971,1777992358.714676,0.431493,-9.129991,1.255251
gyro,1777992358.712459,26321.684971,1777992358.712459,0.003728,0.000000,0.000000
accel,1777992358.726411,26321.696012,1777992358.726411,0.431493,-9.090764,1.235638
gyro,1777992358.727464,26321.696012,1777992358.727464,0.000532,0.006924,-0.001065
accel,1777992358.738145,26321.707133,1777992358.738145,0.402073,-9.110377,1.274864
gyro,1777992358.737468,26321.707133,1777992358.737468,-0.001597,0.002129,-0.002129
accel,1777992358.749879,26321.718448,1777992358.749879,0.411879,-9.110377,1.274864
gyro,1777992358.747470,26321.718448,1777992358.747470,0.004260,0.004260,-0.001065
accel,1777992358.757702,26321.729369,1777992358.757702,0.411879,-9.110377,1.274864
gyro,1777992358.757474,26321.729369,1777992358.757474,0.005325,-0.007456,-0.001065
accel,1777992358.769437,26321.740523,1777992358.769437,0.411879,-9.110377,1.255251
gyro,1777992358.767477,26321.740523,1777992358.767477,0.003196,-0.001065,-0.001065
accel,1777992358.781173,26321.751832,1777992358.781173,0.431493,-9.110377,1.225831
gyro,1777992358.782481,26321.751832,1777992358.782481,0.001597,0.000532,-0.002662
accel,1777992358.792907,26321.762787,1777992358.792907,0.411879,-9.129991,1.274864
gyro,1777992358.792485,26321.762787,1777992358.792485,0.005859,-0.000532,-0.001597
accel,1777992358.804642,26321.773951,1777992358.804642,0.411879,-9.090764,1.235638
gyro,1777992358.802487,26321.773951,1777992358.802487,0.002129,0.001597,-0.001597
accel,1777992358.816374,26321.785051,1777992358.816374,0.411879,-9.090764,1.255251
gyro,1777992358.812490,26321.785051,1777992358.812490,0.001065,0.001597,-0.003728
accel,1777992358.824198,26321.796183,1777992358.824198,0.431493,-9.110377,1.255251
gyro,1777992358.827495,26321.796183,1777992358.827495,0.001597,0.004260,-0.001065
accel,1777992358.835932,26321.807315,1777992358.835932,0.411879,-9.129991,1.225831
gyro,1777992358.837497,26321.807315,1777992358.837497,0.000000,-0.000532,-0.003196
accel,1777992358.847664,26321.818424,1777992358.847664,0.451106,-9.129991,1.255251
gyro,1777992358.847501,26321.818424,1777992358.847501,0.003196,-0.001597,0.000000
accel,1777992358.859398,26321.829505,1777992358.859398,0.402073,-9.110377,1.235638
gyro,1777992358.857504,26321.829505,1777992358.857504,0.003728,-0.000532,-0.000532
accel,1777992358.871134,26321.840664,1777992358.871134,0.431493,-9.129991,1.274864
gyro,1777992358.867507,26321.840664,1777992358.867507,0.003196,-0.000532,-0.001065
accel,1777992358.890694,26321.862918,1777992358.890694,0.431493,-9.090764,1.255251
gyro,1777992358.892514,26321.862918,1777992358.892514,0.001597,-0.001065,-0.003728
accel,1777992358.902428,26321.874073,1777992358.902428,0.451106,-9.090764,1.255251
gyro,1777992358.902517,26321.874073,1777992358.902517,0.001065,-0.004793,0.000532
accel,1777992358.914164,26321.885181,1777992358.914164,0.431493,-9.129991,1.255251
gyro,1777992358.912520,26321.885181,1777992358.912520,-0.000532,0.004260,0.000532
accel,1777992358.925899,26321.896291,1777992358.925899,0.411879,-9.110377,1.235638
gyro,1777992358.927524,26321.896291,1777992358.927524,0.005859,0.002129,-0.002129
accel,1777992358.937632,26321.907648,1777992358.937632,0.411879,-9.110377,1.255251
gyro,1777992358.937527,26321.907648,1777992358.937527,0.002129,0.001597,-0.002129
accel,1777992358.949366,26321.918560,1777992358.949366,0.431493,-9.129991,1.255251
gyro,1777992358.947531,26321.918560,1777992358.947531,0.002129,0.001597,-0.001065
accel,1777992358.961100,26321.929701,1777992358.961100,0.431493,-9.129991,1.274864
gyro,1777992358.957533,26321.929701,1777992358.957533,0.005859,-0.004793,-0.001597
accel,1777992358.968923,26321.940950,1777992358.968923,0.411879,-9.129991,1.235638
gyro,1777992358.967536,26321.940950,1777992358.967536,0.004793,0.001597,0.000000
accel,1777992358.980657,26321.951922,1777992358.980657,0.411879,-9.129991,1.255251
gyro,1777992358.982540,26321.951922,1777992358.982540,0.000532,0.003196,-0.000532
accel,1777992358.992392,26321.963064,1777992358.992392,0.431493,-9.149604,1.274864
gyro,1777992358.992543,26321.963064,1777992358.992543,0.002129,0.001065,-0.003196
accel,1777992359.004126,26321.974221,1777992359.004126,0.431493,-9.110377,1.274864
gyro,1777992359.002546,26321.974221,1777992359.002546,0.001597,0.004793,-0.003196
accel,1777992359.027597,26321.996461,1777992359.027597,0.411879,-9.110377,1.274864
gyro,1777992359.027553,26321.996461,1777992359.027553,-0.002662,-0.000532,-0.003728
accel,1777992359.035420,26322.007614,1777992359.035420,0.402073,-9.090764,1.235638
gyro,1777992359.037556,26322.007614,1777992359.037556,0.001597,0.005325,-0.002129
accel,1777992359.047153,26322.018715,1777992359.047153,0.431493,-9.110377,1.255251
gyro,1777992359.047558,26322.018715,1777992359.047558,-0.001065,0.002662,-0.001597
accel,1777992359.058889,26322.029815,1777992359.058889,0.431493,-9.090764,1.225831
gyro,1777992359.057561,26322.029815,1777992359.057561,0.000000,0.000000,-0.001065
accel,1777992359.070623,26322.041082,1777992359.070623,0.411879,-9.110377,1.274864
gyro,1777992359.072565,26322.041082,1777992359.072565,-0.001065,-0.001065,-0.000532
accel,1777992359.082356,26322.052115,1777992359.082356,0.411879,-9.110377,1.255251
gyro,1777992359.082568,26322.052115,1777992359.082568,0.002129,-0.001597,-0.002662
accel,1777992359.094091,26322.063250,1777992359.094091,0.431493,-9.110377,1.294478
gyro,1777992359.092571,26322.063250,1777992359.092571,-0.002129,0.002662,-0.000532
accel,1777992359.105825,26322.074452,1777992359.105825,0.431493,-9.129991,1.225831
gyro,1777992359.102573,26322.074452,1777992359.102573,-0.002129,0.002662,-0.002129
accel,1777992359.113648,26322.085434,1777992359.113648,0.411879,-9.090764,1.274864
gyro,1777992359.112576,26322.085434,1777992359.112576,0.000000,0.002662,-0.002129
accel,1777992359.125384,26322.096585,1777992359.125384,0.431493,-9.129991,1.294478
gyro,1777992359.127579,26322.096585,1777992359.127579,0.000532,0.000000,-0.002129
accel,1777992359.137119,26322.107842,1777992359.137119,0.411879,-9.090764,1.255251
gyro,1777992359.137582,26322.107842,1777992359.137582,0.002662,0.002662,-0.002129
accel,1777992359.148854,26322.118867,1777992359.148854,0.431493,-9.110377,1.235638
gyro,1777992359.147585,26322.118867,1777992359.147585,0.000000,0.000000,0.001065
accel,1777992359.160588,26322.129987,1777992359.160588,0.431493,-9.129991,1.255251
gyro,1777992359.157587,26322.129987,1777992359.157587,0.003196,0.003196,-0.002662
accel,1777992359.172322,26322.141259,1777992359.172322,0.402073,-9.149604,1.255251
gyro,1777992359.172591,26322.141259,1777992359.172591,0.001065,0.002129,-0.006924
accel,1777992359.180145,26322.152252,1777992359.180145,0.402073,-9.110377,1.255251
gyro,1777992359.182595,26322.152252,1777992359.182595,0.001597,0.004793,-0.000532
accel,1777992359.191879,26322.163373,1777992359.191879,0.411879,-9.090764,1.294478
gyro,1777992359.192597,26322.163373,1777992359.192597,0.002129,-0.001065,-0.003728
accel,1777992359.203613,26322.174547,1777992359.203613,0.411879,-9.090764,1.235638
gyro,1777992359.202600,26322.174547,1777992359.202600,0.004793,0.001065,0.002129
accel,1777992359.215348,26322.185589,1777992359.215348,0.411879,-9.110377,1.235638
gyro,1777992359.212602,26322.185589,1777992359.212602,-0.001065,0.003728,-0.003196
accel,1777992359.227082,26322.196722,1777992359.227082,0.411879,-9.110377,1.235638
gyro,1777992359.227606,26322.196722,1777992359.227606,-0.001065,0.002662,-0.004260
accel,1777992359.238816,26322.207926,1777992359.238816,0.431493,-9.129991,1.255251
gyro,1777992359.237609,26322.207926,1777992359.237609,0.006391,0.005859,-0.000532
accel,1777992359.246639,26322.219011,1777992359.246639,0.431493,-9.110377,1.235638
gyro,1777992359.247611,26322.219011,1777992359.247611,0.002662,0.000532,-0.004260
accel,1777992359.258373,26322.230088,1777992359.258373,0.402073,-9.129991,1.235638
gyro,1777992359.257613,26322.230088,1777992359.257613,0.000000,0.000000,-0.001065
accel,1777992359.270107,26322.241321,1777992359.270107,0.411879,-9.110377,1.235638
gyro,1777992359.272617,26322.241321,1777992359.272617,0.000000,0.001065,-0.001065
accel,1777992359.281841,26322.252399,1777992359.281841,0.431493,-9.110377,1.235638
gyro,1777992359.282619,26322.252399,1777992359.282619,0.003196,0.004260,-0.001597
accel,1777992359.293576,26322.263539,1777992359.293576,0.411879,-9.129991,1.255251
gyro,1777992359.292622,26322.263539,1777992359.292622,0.000000,-0.000532,-0.004260
accel,1777992359.305310,26322.274767,1777992359.305310,0.431493,-9.090764,1.235638
gyro,1777992359.302624,26322.274767,1777992359.302624,-0.001065,0.001065,-0.005325
accel,1777992359.317043,26322.285781,1777992359.317043,0.411879,-9.149604,1.274864
gyro,1777992359.312627,26322.285781,1777992359.312627,0.003728,0.001597,0.001597
accel,1777992359.324867,26322.296974,1777992359.324867,0.431493,-9.110377,1.255251
gyro,1777992359.327631,26322.296974,1777992359.327631,0.004260,-0.000532,-0.001065
accel,1777992359.336601,26322.308026,1777992359.336601,0.411879,-9.129991,1.255251
gyro,1777992359.337633,26322.308026,1777992359.337633,-0.003196,0.003196,-0.002129
accel,1777992359.348336,26322.319145,1777992359.348336,0.411879,-9.110377,1.235638
gyro,1777992359.347636,26322.319145,1777992359.347636,0.001065,0.000000,-0.000532
accel,1777992359.360071,26322.330281,1777992359.360071,0.431493,-9.129991,1.235638
gyro,1777992359.357638,26322.330281,1777992359.357638,0.004260,0.001065,-0.003196
accel,1777992359.371805,26322.341569,1777992359.371805,0.451106,-9.129991,1.235638
gyro,1777992359.372641,26322.341569,1777992359.372641,0.003196,-0.002662,-0.000532
accel,1777992359.383540,26322.352512,1777992359.383540,0.431493,-9.129991,1.294478
gyro,1777992359.382644,26322.352512,1777992359.382644,0.000532,-0.002129,0.001065
accel,1777992359.391363,26322.363653,1777992359.391363,0.431493,-9.110377,1.235638
gyro,1777992359.392646,26322.363653,1777992359.392646,0.000532,-0.005859,-0.004793
accel,1777992359.403098,26322.374935,1777992359.403098,0.402073,-9.129991,1.235638
gyro,1777992359.402648,26322.374935,1777992359.402648,0.000532,-0.001597,-0.001597
accel,1777992359.414833,26322.385910,1777992359.414833,0.411879,-9.110377,1.294478
gyro,1777992359.412651,26322.385910,1777992359.412651,0.006391,-0.001065,0.000000
accel,1777992359.426568,26322.397027,1777992359.426568,0.411879,-9.149604,1.274864
gyro,1777992359.427654,26322.397027,1777992359.427654,0.000000,0.001597,0.001065
accel,1777992359.438303,26322.408371,1777992359.438303,0.402073,-9.129991,1.274864
gyro,1777992359.437656,26322.408371,1777992359.437656,0.005325,-0.001065,0.000000
accel,1777992359.450039,26322.419277,1777992359.450039,0.451106,-9.149604,1.235638
gyro,1777992359.447659,26322.419277,1777992359.447659,0.006391,0.003728,-0.001597
accel,1777992359.457862,26322.430425,1777992359.457862,0.431493,-9.110377,1.255251
gyro,1777992359.457661,26322.430425,1777992359.457661,0.000000,0.002129,-0.003196
accel,1777992359.469597,26322.441667,1777992359.469597,0.431493,-9.110377,1.255251
gyro,1777992359.472665,26322.441667,1777992359.472665,0.004260,-0.003196,-0.000532
accel,1777992359.481330,26322.452678,1777992359.481330,0.431493,-9.110377,1.255251
gyro,1777992359.482666,26322.452678,1777992359.482666,-0.000532,0.002129,-0.005859
accel,1777992359.493063,26322.463826,1777992359.493063,0.411879,-9.090764,1.274864
gyro,1777992359.492669,26322.463826,1777992359.492669,0.003728,0.000000,0.000532
accel,1777992359.504796,26322.474990,1777992359.504796,0.431493,-9.149604,1.235638
gyro,1777992359.502671,26322.474990,1777992359.502671,-0.001065,0.003728,-0.004793
accel,1777992359.516531,26322.486071,1777992359.516531,0.411879,-9.110377,1.255251
gyro,1777992359.512673,26322.486071,1777992359.512673,-0.001065,-0.000532,-0.003728
accel,1777992359.528265,26322.497258,1777992359.528265,0.431493,-9.110377,1.274864
gyro,1777992359.527677,26322.497258,1777992359.527677,0.002662,-0.000532,-0.005325
accel,1777992359.536088,26322.508325,1777992359.536088,0.411879,-9.090764,1.274864
gyro,1777992359.537679,26322.508325,1777992359.537679,0.001065,0.004260,-0.005859
accel,1777992359.547823,26322.519486,1777992359.547823,0.411879,-9.090764,1.255251
gyro,1777992359.547681,26322.519486,1777992359.547681,0.004793,0.003196,-0.002662
accel,1777992359.559558,26322.530667,1777992359.559558,0.402073,-9.110377,1.235638
gyro,1777992359.557683,26322.530667,1777992359.557683,0.000532,0.000000,-0.001597
accel,1777992359.571291,26322.541773,1777992359.571291,0.431493,-9.129991,1.255251
gyro,1777992359.572687,26322.541773,1777992359.572687,0.002129,-0.002129,-0.002129
accel,1777992359.583024,26322.552824,1777992359.583024,0.431493,-9.129991,1.235638
gyro,1777992359.582688,26322.552824,1777992359.582688,0.003728,-0.001065,-0.001597
accel,1777992359.594758,26322.563948,1777992359.594758,0.411879,-9.110377,1.255251
gyro,1777992359.592691,26322.563948,1777992359.592691,0.009055,-0.003196,0.000532
accel,1777992359.606492,26322.575264,1777992359.606492,0.431493,-9.110377,1.274864
gyro,1777992359.602692,26322.575264,1777992359.602692,0.001597,0.003196,0.000000
accel,1777992359.614315,26322.586222,1777992359.614315,0.402073,-9.129991,1.255251
gyro,1777992359.612695,26322.586222,1777992359.612695,0.002129,-0.001597,-0.002129
accel,1777992359.626052,26322.597412,1777992359.626052,0.411879,-9.110377,1.255251
gyro,1777992359.627700,26322.597412,1777992359.627700,0.003196,0.000532,-0.004260
accel,1777992359.637788,26322.608526,1777992359.637788,0.411879,-9.110377,1.255251
gyro,1777992359.637704,26322.608526,1777992359.637704,0.005859,0.000000,-0.002129
accel,1777992359.649524,26322.619554,1777992359.649524,0.402073,-9.129991,1.255251
gyro,1777992359.647708,26322.619554,1777992359.647708,-0.002129,-0.001065,-0.002662
accel,1777992359.661259,26322.630722,1777992359.661259,0.431493,-9.129991,1.235638
gyro,1777992359.657711,26322.630722,1777992359.657711,0.001065,0.005859,-0.001065
accel,1777992359.672995,26322.641868,1777992359.672995,0.411879,-9.129991,1.235638
gyro,1777992359.672716,26322.641868,1777992359.672716,0.001597,-0.003196,0.000532
accel,1777992359.680820,26322.652950,1777992359.680820,0.411879,-9.129991,1.235638
gyro,1777992359.682719,26322.652950,1777992359.682719,0.001065,0.005325,-0.002129
accel,1777992359.692556,26322.664186,1777992359.692556,0.431493,-9.110377,1.274864
gyro,1777992359.692722,26322.664186,1777992359.692722,0.001597,0.006924,-0.001065
accel,1777992359.704292,26322.675221,1777992359.704292,0.411879,-9.149604,1.235638
gyro,1777992359.702725,26322.675221,1777992359.702725,0.002662,-0.000532,-0.002129
accel,1777992359.716027,26322.686347,1777992359.716027,0.431493,-9.110377,1.235638
gyro,1777992359.712728,26322.686347,1777992359.712728,0.000532,-0.002662,0.000000
accel,1777992359.727761,26322.697547,1777992359.727761,0.431493,-9.129991,1.274864
gyro,1777992359.727733,26322.697547,1777992359.727733,0.002129,-0.001597,0.000000
accel,1777992359.739495,26322.708607,1777992359.739495,0.411879,-9.110377,1.255251
gyro,1777992359.737736,26322.708607,1777992359.737736,0.001065,0.001065,-0.003196
accel,1777992359.747318,26322.719712,1777992359.747318,0.411879,-9.110377,1.255251
gyro,1777992359.747739,26322.719712,1777992359.747739,0.001065,-0.000532,-0.001597
accel,1777992359.759053,26322.730937,1777992359.759053,0.411879,-9.110377,1.255251
gyro,1777992359.757743,26322.730937,1777992359.757743,0.002129,0.004793,0.003196
accel,1777992359.770788,26322.741968,1777992359.770788,0.411879,-9.129991,1.235638
gyro,1777992359.772748,26322.741968,1777992359.772748,0.003196,0.003728,-0.001065
accel,1777992359.782521,26322.753094,1777992359.782521,0.411879,-9.129991,1.235638
gyro,1777992359.782750,26322.753094,1777992359.782750,0.001597,0.003728,-0.001065
accel,1777992359.794256,26322.764359,1777992359.794256,0.431493,-9.090764,1.235638
gyro,1777992359.792754,26322.764359,1777992359.792754,0.005859,0.001597,0.001597
accel,1777992359.805990,26322.775347,1777992359.805990,0.431493,-9.110377,1.314091
gyro,1777992359.802756,26322.775347,1777992359.802756,0.000532,0.001065,-0.002129
accel,1777992359.817724,26322.786504,1777992359.817724,0.431493,-9.129991,1.255251
gyro,1777992359.812760,26322.786504,1777992359.812760,0.004260,0.005859,-0.005325
accel,1777992359.825547,26322.797728,1777992359.825547,0.402073,-9.129991,1.235638
gyro,1777992359.827765,26322.797728,1777992359.827765,0.003728,0.001597,-0.007988
accel,1777992359.837280,26322.808751,1777992359.837280,0.411879,-9.090764,1.274864
gyro,1777992359.837767,26322.808751,1777992359.837767,-0.001597,0.003196,-0.001065
accel,1777992359.849012,26322.819875,1777992359.849012,0.431493,-9.129991,1.274864
gyro,1777992359.847770,26322.819875,1777992359.847770,-0.000532,0.003196,0.000532
accel,1777992359.860746,26322.831052,1777992359.860746,0.411879,-9.110377,1.255251
gyro,1777992359.857774,26322.831052,1777992359.857774,-0.001065,0.003728,-0.001065
accel,1777992359.872479,26322.842153,1777992359.872479,0.411879,-9.110377,1.235638
gyro,1777992359.872777,26322.842153,1777992359.872777,0.002662,0.000000,-0.004793
accel,1777992359.884213,26322.853277,1777992359.884213,0.431493,-9.129991,1.235638
gyro,1777992359.882781,26322.853277,1777992359.882781,0.002129,0.001597,-0.000532
accel,1777992359.892036,26322.864576,1777992359.892036,0.451106,-9.129991,1.255251
gyro,1777992359.892783,26322.864576,1777992359.892783,-0.000532,0.000000,0.000000
accel,1777992359.903769,26322.875492,1777992359.903769,0.411879,-9.129991,1.294478
gyro,1777992359.902787,26322.875492,1777992359.902787,0.003728,0.002129,-0.003196
accel,1777992359.915504,26322.886625,1777992359.915504,0.411879,-9.110377,1.274864
gyro,1777992359.912789,26322.886625,1777992359.912789,0.000532,-0.001065,-0.000532
accel,1777992359.927239,26322.897903,1777992359.927239,0.451106,-9.110377,1.255251
gyro,1777992359.927794,26322.897903,1777992359.927794,0.001597,0.000532,-0.005325
accel,1777992359.938974,26322.908884,1777992359.938974,0.431493,-9.090764,1.255251
gyro,1777992359.937797,26322.908884,1777992359.937797,0.001065,0.003196,0.001597
accel,1777992359.950708,26322.920032,1777992359.950708,0.431493,-9.129991,1.255251
gyro,1777992359.947800,26322.920032,1777992359.947800,0.001597,-0.003728,0.000000
accel,1777992359.958531,26322.931160,1777992359.958531,0.411879,-9.090764,1.235638
gyro,1777992359.957803,26322.931160,1777992359.957803,-0.002129,-0.000532,-0.003728
accel,1777992359.970264,26322.942275,1777992359.970264,0.411879,-9.110377,1.235638
gyro,1777992359.972807,26322.942275,1777992359.972807,0.001597,-0.001597,-0.002129
accel,1777992359.981999,26322.953395,1777992359.981999,0.402073,-9.110377,1.255251
gyro,1777992359.982809,26322.953395,1777992359.982809,0.003728,-0.002129,-0.001597
accel,1777992359.993732,26322.964646,1777992359.993732,0.411879,-9.110377,1.255251
gyro,1777992359.992812,26322.964646,1777992359.992812,-0.000532,0.004793,-0.001597
accel,1777992360.005466,26322.975652,1777992360.005466,0.431493,-9.129991,1.235638
gyro,1777992360.002816,26322.975652,1777992360.002816,0.001065,-0.002662,-0.001065
accel,1777992360.017201,26322.986779,1777992360.017201,0.431493,-9.110377,1.274864
gyro,1777992360.017819,26322.986779,1777992360.017819,0.007456,0.001065,0.000000
accel,1777992360.028935,26322.998098,1777992360.028935,0.411879,-9.090764,1.235638
gyro,1777992360.027822,26322.998098,1777992360.027822,0.000000,0.000532,-0.000532
accel,1777992360.036758,26323.009077,1777992360.036758,0.431493,-9.149604,1.255251
gyro,1777992360.037825,26323.009077,1777992360.037825,0.002129,0.002662,-0.001597
accel,1777992360.048493,26323.020197,1777992360.048493,0.411879,-9.110377,1.235638
gyro,1777992360.047828,26323.020197,1777992360.047828,0.005859,-0.003196,-0.001597
accel,1777992360.060226,26323.031336,1777992360.060226,0.411879,-9.090764,1.255251
gyro,1777992360.057831,26323.031336,1777992360.057831,-0.003196,0.001065,-0.001597
